Date,Open,High,Low,Close,Volume
2011-01-03,20621.61,20664.8,20531.0,20561.05,0
2011-01-04,20617.38,20651.21,20449.01,20498.72,0
2011-01-05,20509.95,20509.95,20243.95,20301.1,0
2011-01-06,20395.5,20425.85,20107.17,20184.74,0
2011-01-07,20163.85,20210.62,19629.22,19691.81,0
2011-01-10,19714.42,19720.43,19158.43,19224.12,0
2011-01-11,19279.77,19431.56,19003.6,19196.34,0
2011-01-12,19353.34,19574.63,19048.56,19534.1,0
2011-01-13,19492.3,19522.38,19136.27,19182.82,0
2011-01-14,19198.04,19447.82,18811.96,18860.44,0
2011-01-17,18911.43,19018.94,18779.38,18882.25,0
2011-01-18,18983.2,19120.62,18933.47,19092.05,0
2011-01-19,19153.31,19167.06,18898.56,18978.32,0
2011-01-20,18892.43,19100.26,18794.73,19046.54,0
2011-01-21,19007.08,19065.34,18932.4,19007.53,0
2011-01-24,19095.69,19194.46,18998.38,19151.28,0
2011-01-25,19227.42,19340.99,18949.44,18969.45,0
2011-01-27,19086.69,19086.69,18656.05,18684.43,0
2011-01-28,18708.62,18723.12,18235.45,18395.97,0
2011-01-31,18226.21,18395.09,18038.48,18327.76,0
2011-02-01,18425.18,18452.06,17982.17,18022.22,0
2011-02-02,18216.91,18306.0,18042.61,18090.62,0
2011-02-03,18113.73,18466.21,18064.61,18449.31,0
2011-02-04,18450.07,18542.2,17926.98,18008.15,0
2011-02-07,18135.02,18180.94,17977.01,18037.19,0
2011-02-08,18141.51,18141.51,17742.18,17775.7,0
2011-02-09,17723.99,17864.32,17508.35,17592.77,0
2011-02-10,17603.29,17636.88,17362.59,17463.04,0
2011-02-11,17519.13,17752.56,17295.62,17728.61,0
2011-02-14,17940.16,18227.62,17857.12,18202.2,0
2011-02-15,18260.08,18361.66,18050.48,18273.8,0
2011-02-16,18273.06,18358.84,18216.12,18300.9,0
2011-02-17,18345.12,18532.61,18233.79,18506.82,0
2011-02-18,18564.08,18690.97,18159.82,18211.52,0
2011-02-21,18238.54,18457.49,18082.66,18438.31,0
2011-02-22,18390.72,18457.9,18187.33,18296.16,0
2011-02-23,18233.77,18377.48,18150.01,18178.33,0
2011-02-24,18135.12,18135.12,17559.7,17632.41,0
2011-02-25,17775.08,17812.44,17469.97,17700.91,0
2011-02-28,17811.08,18296.53,17718.88,17823.4,0
2011-03-01,17982.28,18478.68,17964.39,18446.5,0
2011-03-03,18318.32,18603.57,18253.62,18489.76,0
2011-03-04,18622.7,18736.97,18448.69,18486.45,0
2011-03-07,18361.65,18361.65,18058.71,18222.67,0
2011-03-08,18277.34,18466.81,18266.62,18439.65,0
2011-03-09,18522.8,18583.3,18303.8,18469.95,0
2011-03-10,18430.84,18430.84,18261.26,18327.98,0
2011-03-11,18248.11,18368.43,18063.29,18174.09,0
2011-03-14,18167.1,18463.84,18155.43,18439.48,0
2011-03-15,18113.79,18326.33,17920.55,18167.64,0
2011-03-16,18263.68,18444.47,18263.68,18358.69,0
2011-03-17,18227.16,18354.27,18104.02,18149.87,0
2011-03-18,18251.18,18259.61,17849.53,17878.81,0
2011-03-21,17984.72,18007.73,17792.17,17839.05,0
2011-03-22,17929.09,18041.38,17878.8,17988.3,0
2011-03-23,17972.04,18218.28,17950.17,18206.16,0
2011-03-24,18286.42,18373.97,18269.32,18350.74,0
2011-03-25,18480.69,18858.3,18480.69,18815.64,0
2011-03-28,18799.71,19024.18,18799.57,18943.14,0
2011-03-29,18949.57,19226.21,18944.82,19120.8,0
2011-03-30,19178.77,19357.1,19178.77,19290.18,0
2011-03-31,19339.75,19575.16,19284.35,19445.22,0
2011-04-01,19463.11,19562.55,19382.35,19420.39,0
2011-04-04,19473.93,19729.6,19449.36,19701.73,0
2011-04-05,19731.38,19770.21,19523.54,19686.82,0
2011-04-06,19698.61,19811.14,19550.55,19612.2,0
2011-04-07,19620.88,19665.09,19537.02,19591.18,0
2011-04-08,19602.81,19697.21,19388.42,19451.45,0
2011-04-11,19382.91,19426.3,19242.59,19262.54,0
2011-04-13,19187.01,19737.33,19101.63,19696.86,0
2011-04-15,19670.07,19700.96,19337.12,19386.82,0
2011-04-18,19389.74,19649.22,19071.47,19091.17,0
2011-04-19,19091.78,19201.92,18976.19,19121.83,0
2011-04-20,19274.21,19484.77,19171.03,19470.98,0
2011-04-21,19582.5,19695.98,19530.5,19602.23,0
2011-04-25,19538.52,19697.49,19531.34,19584.31,0
2011-04-26,19596.32,19626.13,19306.92,19545.35,0
2011-04-27,19610.71,19633.63,19412.79,19448.69,0
2011-04-28,19532.85,19542.05,19265.92,19292.02,0
2011-04-29,19292.57,19356.5,19015.05,19135.96,0
2011-05-02,19224.05,19253.87,18954.76,18998.02,0
2011-05-03,18979.31,19024.95,18502.42,18534.69,0
2011-05-04,18558.33,18604.36,18339.53,18469.36,0
2011-05-05,18484.71,18569.21,18160.65,18210.58,0
2011-05-06,18289.78,18568.48,18271.68,18518.81,0
2011-05-09,18628.63,18643.58,18367.21,18528.96,0
2011-05-10,18564.95,18689.37,18429.06,18512.77,0
2011-05-11,18572.61,18622.44,18454.93,18584.96,0
2011-05-12,18525.32,18610.02,18314.34,18335.79,0
2011-05-13,18362.45,18724.54,18280.7,18531.28,0
2011-05-16,18492.68,18492.68,18319.88,18345.03,0
2011-05-17,18374.45,18435.8,18084.67,18137.35,0
2011-05-18,18177.32,18218.2,18020.79,18086.2,0
2011-05-19,18166.64,18198.45,18057.82,18141.4,0
2011-05-20,18199.96,18429.47,18161.38,18326.09,0
2011-05-23,18269.06,18269.06,17971.02,17993.33,0
2011-05-24,18016.43,18110.39,17933.94,18011.97,0
2011-05-25,17976.36,17976.36,17786.13,17847.24,0
2011-05-26,17917.11,18072.61,17862.88,18044.64,0
2011-05-27,18105.61,18298.64,18087.16,18266.1,0
2011-05-30,18319.74,18380.17,18199.52,18232.06,0
2011-05-31,18266.61,18526.8,18266.61,18503.28,0
2011-06-01,18527.12,18636.12,18514.66,18608.81,0
2011-06-02,18425.85,18540.67,18390.57,18494.18,0
2011-06-03,18554.4,18672.65,18345.85,18376.48,0
2011-06-06,18344.27,18458.63,18258.42,18420.11,0
2011-06-07,18355.3,18545.95,18351.24,18495.62,0
2011-06-08,18448.4,18505.1,18365.94,18394.29,0
2011-06-09,18394.57,18449.64,18327.01,18384.9,0
2011-06-10,18390.41,18399.02,18182.9,18268.54,0
2011-06-13,18242.25,18313.21,18120.76,18266.03,0
2011-06-14,18276.78,18380.19,18261.11,18308.66,0
2011-06-15,18298.59,18308.69,18111.21,18132.24,0
